"","filename","error","sentiment","id_of_tweet","cleaned_text.x","batch","created_at","total_interactions_count"
"381","17030.rds","","0",17030,"The public will be concerned by conflict of interest given the Prime Minister set up a 1 billion Future Fund which four companies linked to his wife benefited from. Ive written to the Commissioner to ask if he should have declared this in Parliament",1,20,3881
"382","17048.rds","","0",17048,"In the 1500s during the Spanish conquest of South America in Chile the Spanish conquistadors faced fierce and determined native warriors who were unwavering in their defense of their homeland. Amid this intense conflict one man's remarkable tale of courage emerged leaving a",1,20,2014
"383","17066.rds","","-1",17066,"The US doesnt support a ceasefire because the US is the primary aggressor in this conflict",1,20,1160
"384","17080.rds","","0",17080,"Hope Anas Sarwar is ok for a man who was never offbefore the Hama  Israeli conflict erupted he seems to have done a disappearing act. Funny that?",1,20,652
"385","17106.rds","","0",17106,"Tigray wants peace rehabilitation and development. AbiyAhmed's actions are exposing Tigray to a likely conflict they do not want.",1,20,253
"386","17116.rds","","-1",17116,"New York Times rehires reporter who praised Hitler to cover IsraelHamas conflict",1,20,260
"387","17149.rds","","0",17149,"As victims  internationally we are deeply concerned by the lack of independent legal avenues for all victims to pursue justice.seek to ReturnICHREE",1,20,65
"388","17152.rds","","0",17152,"It's difficult to stress how consistently embarrassingly and dangerously wrong Friedman has been about this conflict over the past 30 years.",1,20,274
"389","17190.rds","","0",17190,"NewsGuard reviewed the top 250 posts on X containing misinformation that received the most likes reposts replies and bookmarks since the start of the conflict on Oct. 7. The analysis found that 186 accounts of the 250 74 had been verified.",1,20,88
"390","17212.rds","content_filter",NA,17212,"Heartbreaking! A Palestinian infant found in an agricultural land after being carried away for a distance due to the Israeli targeting of her house. The innocent lives affected by this conflict deserve safety and peace.Gaza EndTheViolence ProtectTheChildren",1,20,175
"391","17225.rds","","0",17225,"She ate with the my grandmother would be 105 years old she wouldnt know what the HamasIsraeli conflict is",1,20,287
"392","17235.rds","","-1",17235,"Israels bestcase scenario in Gaza is a protracted counterinsurgency in a uniquely hostile environment where it has a history of failureand in a worstcase scenario the conflict will not remain confined to Gaza writes .",1,20,65
"393","17243.rds","","0",17243,"UN Palestinian refugee agency UNRWA reports the death of at least two additional staff members in Gaza bringing the total number of fatalities to 16 since the onset of the conflict Follow our live coverage",1,20,39
"394","17249.rds","","-1",17249,"Been writing about this conflict for a very long time yet I somehow haven't lost my capacity to be shocked by the degree of antiPalestinian racism that's permissible in polite American discourse",1,20,149
"395","1735.rds","content_filter",NA,1735,"Israel Minister of Defense Yoav Gallant Today we saw the face of evil. The Hamas terrorist organization has launched a brutal attack against the citizens of the State of Israel  attacking men women children and the elderly indiscriminately. Hamas will understand very",1,7,25588
"396","17354.rds","","-1",17354,"For my fellow Muslims who are still not speaking up on the conflict afraid of backlash let me remind you this. The truth is inconvenient. Regardless how gently you put it or how you try to take in consideration everyones feelings believe me it will still offend someone.",1,20,12
"397","17377.rds","","0",17377,"I nominate all of those MPs go to gaza and negotiate peace between the two parties involved inthe conflict.",1,20,33
"398","17378.rds","","-1",17378,"Palestinians flooding the hospitals because theyre desperately seeking refuge and even those places arent safe for them anymore. If you supported Israel at any point in this conflict I hope you never have a good night of sleep again.",1,20,22
"399","17387.rds","","0",17387,"Want to ask me questions about Israel? Looking for more information about the IP conflict? Questions about the war against Hamas in Gaza? Feel free to DM and I will respond. Genuine inquiries only. I will block trolls and abusers.",1,20,13
"400","17422.rds","content_filter",NA,17422,"Emily Kornberg was 8. And she was murdered by Hamas. On October 7 Emily was having a sleepover at a friends house on Kibbutz Beeri when Hamas began its murderous rampage. Speaking to CNN her father choked back tears and said They just said We found Emily shes dead",1,20,30496
"401","17429.rds","","1",17429,"Boston MA  a woman at an upscale shopping center in Chestnut Hill was spotted removing posters of Israeli children kidnapped to Gaza by Hamas terrorists.",1,20,18957
"402","17463.rds","","1",17463,"The Biden Administration knows that the money they give to the Gaza Strip will end up in the hands of Hamasand yet theyre still sending it. When Im President not a single cent of your money will go to the Gaza Strip.",1,20,5505
"403","17482.rds","","-1",17482,"hamas has offerer ALL hostages to be released if israel stops the airstrikes and what did israel do? continue to fire airstrikes",1,20,2544
"404","17487.rds","","-1",17487,"Journalists love to ask Do Palestinians support Hamas?I've been asked that question a dozen times in the past week. But have you ever heard a journalist ask Do Israelis support genocide? That's the question I try to answer here",1,20,858
"405","17505.rds","","0",17505,"A handful of influential but unreliable accounts some which have been promoted by Elon Musk are dominating on X around the IsraelHamas war research shows. Its fast its unvetted and its very often unsourced a researcher says.",1,20,434
"406","17514.rds","","1",17514,"Former israeli Prime Minister Ehud Barak told the BBC Well bomb AlShifa Hospital because we believe Hamas has a command room underneath it.",1,20,286
"407","17520.rds","","1",17520,"Oh what the fuck man. Shaun King is taking credit for the two Jewish women hostages who were just freed by Hamas.",1,20,624
"408","17526.rds","","0",17526," Hamas terrorism is not justifiabledefensible.  Israel's violent response is not justifiabledefensible. Most people in the real world I've talked to acknowledge both truths. Many on this website will not acknowledge both truths for fear that it may prevent a Twitter dunk.",1,20,571
"409","17566.rds","","1",17566,"Mohammad Kabia speaking on the BBC spoke the truth about Hamas. He is a Bedouin who served in the IDF as part of an Israeli Air Force search and rescue team. He currently works as a consultant for the IDF.",1,20,140
"410","17576.rds","","1",17576,"President Biden said Hamas attacked Israel in part to stymie the Jewish states efforts to normalize relations with Saudi Arabia",1,20,165
"411","17596.rds","","0",17596,"Twentyfour Ukrainian citizens have been confirmed as dead after an attack by the Palestinian militant group Hamas on Oct. 7 and three remain missing.",1,20,106
"412","17602.rds","","1",17602,"It's not only Hamas but also Iran's regime. The October 7 massacre serves both's interests.",1,20,97
"413","17607.rds","","-1",17607,"How did Ahmed Yassin go from a spiritual leader running a charity to the cofounder of the ferocious political and paramilitary group Hamas?",1,20,83
"414","17609.rds","content_filter",NA,17609,"Hamas published a video showing Judith and Natalie Raanan who were held captive by terrorists being handed over to the Red Cross in the Gaza Strip.",1,20,202
"415","17611.rds","","-1",17611,"Its great Hamas released some hostages. Now its Israels turn to release the 5 million hostages its keeping in an open air prison.",1,20,101
"416","17646.rds","","-1",17646,"I'm relieved to hear that two American hostages have been released by Hamas in Gaza. We must continue to do everything in our power to bring the remaining hostages home as well as other Americans stranded in Gaza.",1,20,132
"417","17660.rds","","1",17660,"The Golden Kill Spot Fing on. The Democrats want a Timothy McVeigh so bad theyll sell their own kids to Hamas to get it. BLM Burn Loot  Murder",1,20,38
"418","17689.rds","","1",17689,"Due to his small stature and fierce devotion to democracy Minnesota Democrat Heavyweights are encouragingto assist IDF with clearing tunnels of Hamas in Gaza.",1,20,30
